City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,deputatskiy,69.3,139.9,-27.85,99,24,2.13,RU,1668726859
289,berlevag,70.8578,29.0864,40.95,75,100,2.3,NO,1668726860
290,hurghada,27.2574,33.8129,67.68,46,100,11.07,EG,1668726662
291,san quintin,30.4833,-115.95,66.72,32,97,8.39,MX,1668726861
292,ishigaki,24.3448,124.1572,77.61,80,0,4.43,JP,1668726861
293,alanya,36.5438,31.9998,59.13,68,48,5.46,TR,1668726862
294,takoradi,4.8845,-1.7554,78.31,83,78,7.92,GH,1668726863
295,alugan,12.2188,125.4808,80.15,86,100,12.08,PH,1668726863
296,pouebo,-20.4,164.5667,82.62,58,96,2.64,NC,1668726864
297,forestville,38.8451,-76.875,39.38,57,20,14.97,US,1668726865
298,roebourne,-20.7833,117.1333,69.93,49,0,16.31,AU,1668726865
299,lucapa,-8.4192,20.7447,63.64,99,42,2.13,AO,1668726866
300,petropavlovsk-kamchatskiy,53.0452,158.6483,12.79,62,0,6.71,RU,1668726866
301,launceston,-41.45,147.1667,62.62,60,6,5.75,AU,1668726867
302,nuuk,64.1835,-51.7216,23.61,80,75,15.01,GL,1668726867
303,yerofey pavlovich,53.9667,121.9667,1.94,98,62,2.3,RU,1668726868
304,aleksandrov gay,50.147,48.5704,39.94,79,100,16.04,RU,1668726868
305,iqaluit,63.7506,-68.5145,-3.8,99,25,5.64,CA,1668726747
306,khandyga,62.6667,135.6,-21.08,89,95,2.21,RU,1668726869
307,san luis,-33.295,-66.3356,83.43,29,3,8.68,AR,1668726870
308,tambura,5.6,27.4667,72.66,61,15,2.35,SS,1668726870
309,cayenne,4.9333,-52.3333,80.64,78,20,4.61,GF,1668726631
310,riyadh,24.6877,46.7219,68.14,25,22,10.27,SA,1668726585
311,high rock,26.6208,-78.2833,75.22,76,98,19.98,BS,1668726871
312,san jose,37.3394,-121.895,67.82,38,75,8.05,US,1668726669
313,longyearbyen,78.2186,15.6401,24.64,80,75,5.75,SJ,1668726872
314,mmathubudukwane,-24.6,26.4333,78.55,33,12,3.62,BW,1668726873
315,oranjestad,12.524,-70.027,80.55,91,40,14.97,AW,1668726874
316,fukue,32.6881,128.8419,63.79,60,63,14.43,JP,1668726874
317,machachi,-0.5,-78.5667,55.76,91,95,1.54,EC,1668726875
318,darhan,49.4867,105.9228,25.45,62,100,15.43,MN,1668726875
319,sale,34.0389,-6.8166,65.08,94,75,3.44,MA,1668726875
320,zhuzhou,27.8333,113.15,61.29,89,99,3.74,CN,1668726876
321,maragogi,-9.0122,-35.2225,76.66,85,61,8.93,BR,1668726846
322,kutum,14.2,24.6667,62.01,30,0,7.96,SD,1668726877
323,malakal,9.5334,31.6605,76.6,33,3,5.41,SS,1668726877
324,griffith,41.5284,-87.4237,32.49,80,100,20.71,US,1668726717
325,fujin,47.26,132.0322,28.92,96,100,3.47,CN,1668726878
326,churapcha,62.0025,132.4325,-13.02,91,100,5.17,RU,1668726878
327,puerto lempira,15.2667,-83.7667,80.74,78,75,11.5,HN,1668726878
328,pelym,61.0108,61.9978,-2.52,93,10,4.45,RU,1668726879
329,shellbrook,53.2168,-106.4011,9.03,86,89,8.59,CA,1668726879
330,helena,46.5927,-112.0361,17.17,61,100,4.61,US,1668726880
331,pinawa,50.1489,-95.8811,17.87,81,100,8.63,CA,1668726880
332,platanos,37.6667,21.6167,63.09,87,99,5.32,GR,1668726881
333,balikpapan,-1.2675,116.8289,76.19,94,75,5.75,ID,1668726881
334,kavaratti,10.5669,72.642,81.73,71,7,8.5,IN,1668726792
335,ban dung,17.699,103.2596,75.99,99,24,5.73,TH,1668726882
336,vostok,46.4856,135.8833,22.28,87,100,3.15,RU,1668726882
337,port hardy,50.6996,-127.4199,46.81,59,3,6.69,CA,1668726883
338,belmonte,-15.8631,-38.8828,75.49,90,100,4.56,BR,1668726816
339,waterloo,43.4668,-80.5164,30.72,95,84,7.05,CA,1668726602
340,peniche,39.3558,-9.3811,60.57,88,90,15.66,PT,1668726601
341,portobelo,9.55,-79.65,78.04,89,100,6.24,PA,1668726885
342,russell,32.3502,-85.1999,47.8,42,20,5.75,US,1668726885
343,opuwo,-18.0607,13.84,70.38,52,34,4.74,NA,1668726885
344,fairbanks,64.8378,-147.7164,20.61,87,0,0.0,US,1668726688
345,acapulco,16.8634,-99.8901,84.02,74,75,5.75,MX,1668726680
346,porto novo,6.4965,2.6036,77.83,82,49,5.64,BJ,1668726716
347,venezuela,8.0,-66.0,78.31,85,100,6.55,VE,1668726886
348,muros,42.7762,-9.0603,51.1,95,17,4.47,ES,1668726887
349,touros,-5.1989,-35.4608,78.66,73,35,14.92,BR,1668726887
350,hovd,48.0056,91.6419,18.73,37,90,5.61,MN,1668726888
351,zeya,53.75,127.2667,13.32,96,100,3.51,RU,1668726812
352,the valley,18.217,-63.0578,81.1,71,6,18.88,AI,1668726888
353,merritt island,28.5392,-80.672,63.03,64,0,10.36,US,1668726660
354,tandalti,13.0167,31.8667,72.81,19,2,12.01,SD,1668726889
355,kayerkan,69.3497,87.7602,-3.48,84,100,20.2,RU,1668726890
356,zemio,5.0314,25.1361,68.99,78,13,2.51,CF,1668726681
357,saint-pierre,-21.3393,55.4781,69.48,60,0,9.22,RE,1668726890
358,graaff-reinet,-32.2522,24.5308,58.93,80,100,1.95,ZA,1668726891
359,nova aurora,-22.8667,-52.5667,70.83,45,0,7.25,BR,1668726639
360,karratha,-20.7377,116.8463,68.72,53,0,17.38,AU,1668726891
361,portland,45.5234,-122.6762,49.6,53,0,26.46,US,1668726765
362,bandarbeyla,9.4942,50.8122,77.32,73,2,13.11,SO,1668726892
363,cadillac,44.2519,-85.4012,24.8,100,100,9.22,US,1668726677
364,faya,18.3851,42.4509,55.92,73,1,1.03,SA,1668726893
365,savannah bight,16.45,-85.85,83.61,71,65,10.96,HN,1668726893
366,santa cruz del norte,23.1539,-81.9236,77.0,80,76,16.71,CU,1668726894
367,bambous virieux,-20.3428,57.7575,68.22,61,14,4.03,MU,1668726894
368,karonga,-9.9333,33.9333,75.85,71,20,2.71,MW,1668726895
369,nehe,48.4833,124.8333,21.72,82,6,5.39,CN,1668726895
370,henties bay,-22.116,14.2845,59.63,90,68,5.19,NA,1668726771
371,radomsko,51.0671,19.4448,30.51,77,96,6.78,PL,1668726896
372,libreville,0.3925,9.4537,76.08,90,100,5.64,GA,1668726897
373,yarmouth,41.7057,-70.2286,44.96,61,0,14.0,US,1668726897
374,ekhabi,53.5102,142.9671,13.42,91,82,5.73,RU,1668726897
375,kajaani,64.2273,27.7285,21.25,100,100,4.61,FI,1668726898
376,severnoye,56.3491,78.3619,-7.58,98,6,1.97,RU,1668726898
377,northam,51.0333,-4.2167,51.62,80,30,20.92,GB,1668726899
378,dombarovskiy,50.7587,59.5386,24.1,83,100,14.43,RU,1668726899
379,kaeo,-35.1,173.7833,67.32,96,77,12.46,NZ,1668726887
380,tukums,56.9669,23.1553,31.35,66,72,10.98,LV,1668726900
381,sapa,5.1544,120.3241,80.89,81,89,3.4,PH,1668726901
382,grafton,42.207,-71.6856,41.16,57,0,16.11,US,1668726883
383,ormara,25.2088,64.6357,78.04,70,13,14.65,PK,1668726902
384,westlock,54.1502,-113.8688,15.12,86,99,6.85,CA,1668726903
385,sheridan,44.8333,-106.9173,14.38,73,0,18.41,US,1668726811
386,dinghai,26.2847,119.7936,66.96,90,97,5.14,CN,1668726904
387,vila velha,-20.3297,-40.2925,73.35,80,0,13.8,BR,1668726888
388,eirunepe,-6.6603,-69.8736,74.97,94,96,2.82,BR,1668726905
389,ponnani,10.767,75.9252,76.32,89,27,5.88,IN,1668726905
390,wanning,18.8003,110.3967,76.66,88,90,5.01,CN,1668726906
391,taksimo,56.3444,114.8794,6.69,94,94,0.81,RU,1668726906
392,mattru,7.6244,-11.8332,74.44,89,87,1.1,SL,1668726907
393,dezhou,37.4486,116.2925,48.97,57,97,2.13,CN,1668726908
394,hami,42.8,93.45,35.56,67,86,8.08,CN,1668726773
395,bar harbor,44.3876,-68.2039,37.9,57,0,8.99,US,1668726841
396,iskateley,67.6803,53.1512,29.7,93,98,16.42,RU,1668726909
397,port moresby,-9.4431,147.1797,84.83,59,99,0.85,PG,1668726909
398,kita,13.0349,-9.4895,76.6,21,96,5.59,ML,1668726910
399,mogadishu,2.0371,45.3438,78.85,83,0,10.94,SO,1668726910
400,barsovo,61.1667,73.1667,-3.87,82,69,14.9,RU,1668726911
401,manjhanpur,25.5333,81.3833,60.01,46,0,4.0,IN,1668726912
402,salalah,17.0151,54.0924,75.31,77,19,2.91,OM,1668726912
403,port augusta,-32.5,137.7667,70.81,32,100,14.94,AU,1668726913
404,zaysan,47.4667,84.8667,20.41,57,86,3.53,KZ,1668726913
405,guamuchil,25.4667,-108.1,81.75,32,1,7.02,MX,1668726914
406,charters towers,-20.1,146.2667,82.31,58,51,9.15,AU,1668726915
407,yar-sale,66.8333,70.8333,17.04,84,96,23.24,RU,1668726915
408,liverpool,53.4106,-2.9779,49.95,94,75,13.8,GB,1668726872
409,high level,58.5169,-117.136,21.42,82,82,3.6,CA,1668726916
410,keningau,5.3378,116.1602,72.81,99,76,1.05,MY,1668726917
411,scarborough,54.2797,-0.4044,50.79,94,100,5.99,GB,1668726918
412,litovko,49.2361,135.1742,26.19,80,100,2.17,RU,1668726919
413,naples,40.8333,14.25,66.74,87,75,4.0,IT,1668726634
414,taihe,30.8712,105.3845,56.88,73,58,2.39,CN,1668726920
415,abdulino,53.7,53.6667,26.83,95,100,18.39,RU,1668726922
416,banda aceh,5.5577,95.3222,78.37,77,100,10.18,ID,1668726924
417,sao joao da barra,-21.6403,-41.0511,73.49,78,33,15.99,BR,1668726925
418,ixtapa,20.7,-105.2,79.23,73,0,9.22,MX,1668726899
419,pemangkat,1.1667,108.9667,78.01,85,100,5.37,ID,1668726772
420,rio gallegos,-51.6226,-69.2181,64.45,24,20,12.66,AR,1668726696
421,ban nahin,18.2418,104.2122,71.11,96,38,3.42,LA,1668726926
422,nizhniy ufaley,55.9153,59.9842,2.28,99,85,2.93,RU,1668726927
423,sindor,62.8629,51.8905,8.98,95,84,6.24,RU,1668726927
424,abu kamal,34.4506,40.9171,60.22,61,0,3.04,SY,1668726928
425,rundu,-17.9333,19.7667,75.74,32,9,5.97,NA,1668726928
426,olinda,-8.0089,-34.8553,80.33,69,40,5.75,BR,1668726776
427,sano,36.3167,139.5833,53.6,52,16,1.92,JP,1668726929
428,haines junction,60.7522,-137.5108,10.35,85,42,1.14,CA,1668726930
429,juba,4.8517,31.5825,74.84,71,33,3.65,SS,1668726931
430,coahuayana,18.7333,-103.6833,83.5,72,2,3.91,MX,1668726931
431,isangel,-19.55,169.2667,86.11,84,75,5.75,VU,1668726747
432,hue,16.4667,107.6,77.11,88,75,2.3,VN,1668726758
433,mercedes,-34.6515,-59.4307,79.79,35,36,9.13,AR,1668726757
434,noumea,-22.2763,166.4572,84.18,75,99,8.63,NC,1668726933
435,mafeteng,-29.823,27.2374,61.63,27,4,4.76,LS,1668726933
436,half moon bay,37.4636,-122.4286,66.52,51,0,11.5,US,1668726926
437,markova,48.6758,24.4138,31.84,98,100,2.26,UA,1668726934
438,puerto carreno,6.189,-67.4859,77.0,87,100,3.0,CO,1668726934
439,buta,2.7858,24.73,70.27,95,99,0.96,CD,1668726935
440,mazagao,-0.115,-51.2894,84.25,76,75,6.51,BR,1668726936
441,san juan,-31.5375,-68.5364,87.57,29,0,10.02,AR,1668726909
442,pahrump,36.2083,-115.9839,62.65,18,8,1.99,US,1668726815
443,hobyo,5.3505,48.5268,80.51,75,45,12.24,SO,1668726937
444,verkhnyaya inta,65.9811,60.3094,9.3,92,100,31.45,RU,1668726937
445,lata,40.1629,-8.3327,58.82,95,90,3.18,PT,1668726938
446,ha tinh,18.3333,105.9,73.63,94,49,2.39,VN,1668726938
447,pisco,-13.7,-76.2167,66.25,77,0,18.41,PE,1668726939
448,mayo,38.8876,-76.5119,41.14,59,0,10.36,US,1668726939
449,hofn,64.2539,-15.2082,45.81,95,98,10.89,IS,1668726940
450,gushikawa,26.3544,127.8686,76.23,91,20,5.75,JP,1668726940
451,salinas,36.6777,-121.6555,70.99,44,0,10.36,US,1668726941
452,payakumbuh,-0.2202,100.6308,68.45,95,100,3.44,ID,1668726941
453,baghdad,33.3406,44.4009,53.51,100,100,2.3,IQ,1668726875
454,san patricio,28.017,-97.5169,55.83,55,100,6.98,US,1668726942
455,sitka,57.0531,-135.33,44.49,70,20,4.61,US,1668726942
456,andenes,69.3143,16.1194,35.58,75,0,14.97,NO,1668726943
457,ciudad bolivar,8.1222,-63.5497,82.72,68,100,8.57,VE,1668726943
458,sao felix do xingu,-6.6447,-51.995,76.75,76,91,1.41,BR,1668726943
459,turukhansk,65.8167,87.9833,0.55,94,100,22.66,RU,1668726944
460,boone,39.0334,-92.3335,40.05,60,86,13.85,US,1668726944
461,brownsville,25.9018,-97.4975,58.95,97,100,11.5,US,1668726770
462,pizarro,4.9533,-77.366,76.08,92,100,7.18,CO,1668726945
463,nichinan,31.6,131.3667,62.28,81,100,9.82,JP,1668726945
464,along,28.1667,94.7667,52.7,73,6,1.92,IN,1668726946
465,pandhurna,21.6,78.5167,60.55,49,0,6.42,IN,1668726946
466,bumba,2.1833,22.4667,70.5,88,97,2.13,CD,1668726947
467,novikovo,51.1537,37.8879,26.15,96,100,9.33,RU,1668726947
468,anadyr,64.75,177.4833,16.3,85,75,26.84,RU,1668726948
469,moron,-34.6534,-58.6198,79.95,67,45,10.87,AR,1668726949
470,boyabat,41.4689,34.7667,51.28,64,89,1.14,TR,1668726949
471,qasigiannguit,68.8193,-51.1922,19.65,95,100,1.54,GL,1668726950
472,ulcinj,41.9294,19.2244,55.98,88,19,4.52,ME,1668726950
473,lerwick,60.1545,-1.1494,46.4,69,100,38.01,GB,1668726951
474,tanout,14.9709,8.8879,70.36,20,65,11.01,NE,1668726951
475,maningrida,-12.0667,134.2667,85.71,61,100,1.95,AU,1668726952
476,tiznit,29.5833,-9.5,59.67,73,46,1.52,MA,1668726952
477,kilindoni,-7.9139,39.6668,78.67,78,74,10.65,TZ,1668726953
478,kamina,-8.7386,24.9906,62.26,90,59,2.39,CD,1668726953
479,boende,-0.2167,20.8667,70.41,98,100,1.1,CD,1668726953
480,west richland,46.3043,-119.3614,44.01,67,0,5.75,US,1668726954
481,fereydunshahr,32.941,50.121,35.69,97,99,5.08,IR,1668726954
482,partizanskoye,55.5006,94.39,19.33,86,100,11.14,RU,1668726955
483,point pedro,9.8167,80.2333,78.26,68,100,13.51,LK,1668726955
484,mokhsogollokh,61.4681,128.9203,-8.19,100,100,3.2,RU,1668726956
485,vardo,70.3705,31.1107,40.98,75,100,11.5,NO,1668726956
486,vestmannaeyjar,63.4427,-20.2734,46.45,83,74,17.83,IS,1668726957
487,hohhot,40.8106,111.6522,34.09,64,0,6.71,CN,1668726957
488,bani walid,31.7566,13.9942,65.73,36,9,9.71,LY,1668726958
489,pangai,-19.8,-174.35,80.71,69,40,4.61,TO,1668726958
490,kviteseid,59.4022,8.4927,32.85,88,88,6.58,NO,1668726959
491,labuhan,-6.8844,112.2051,77.86,80,100,12.19,ID,1668726959
492,mersin,36.862,34.6509,58.89,78,86,5.68,TR,1668726960
493,mabay,6.0577,124.4666,78.58,84,100,3.74,PH,1668726960
494,jacareacanga,-6.2222,-57.7528,80.29,72,100,1.36,BR,1668726940
495,palmer,42.1584,-72.3287,39.61,56,40,12.66,US,1668726961
496,mina,26.0011,-100.5299,50.22,55,6,8.84,MX,1668726962
497,semirom,31.4167,51.5667,38.19,96,100,6.04,IR,1668726962
498,teguise,29.0605,-13.564,64.62,83,20,3.44,ES,1668726963
499,natal,-5.795,-35.2094,79.45,73,20,9.22,BR,1668726963
500,belyy yar,53.6039,91.3903,22.89,66,0,13.42,RU,1668726964
501,gangavalli,11.4983,78.6497,65.35,76,91,2.06,IN,1668726965
502,stokmarknes,68.5646,14.9108,37.36,68,0,3.44,NO,1668726965
503,husavik,66.0449,-17.3389,43.41,83,53,11.9,IS,1668726966
504,la reforma,25.0833,-108.05,76.78,50,2,9.69,MX,1668726966
505,padang,-0.9492,100.3543,73.45,87,100,4.23,ID,1668726898
506,swan hill,-35.3378,143.5544,61.61,53,1,5.12,AU,1668726961
507,aurangabad,19.8833,75.3333,61.5,50,0,4.14,IN,1668726967
508,sechura,-5.5569,-80.8222,69.51,69,92,17.9,PE,1668726968
509,boa vista,2.8197,-60.6733,84.18,65,40,5.75,BR,1668726968
510,kristiansund,63.1115,7.732,45.25,21,64,6.91,NO,1668726969
511,bayeux,-7.125,-34.9322,77.63,83,0,3.44,BR,1668726970
512,novobirilyussy,56.9514,90.6661,7.11,93,98,3.04,RU,1668726970
513,gamba,-2.65,10.0,73.92,91,99,3.65,GA,1668726971
514,usinsk,65.9939,57.5281,16.84,95,100,22.77,RU,1668726971
515,abrau-dyurso,44.69,37.59,56.66,78,100,29.28,RU,1668726972
516,mehriz,31.5917,54.4318,50.5,65,92,4.21,IR,1668726972
517,kuragino,53.8975,92.6725,23.77,77,100,5.97,RU,1668726973
518,zenica,44.2014,17.9064,50.68,92,30,3.83,BA,1668726973
519,la ronge,55.1001,-105.2842,10.65,67,100,3.44,CA,1668726974
520,te anau,-45.4167,167.7167,55.62,91,100,1.7,NZ,1668726975
521,chifeng,42.2683,118.9636,30.67,73,100,1.68,CN,1668726975
522,pokrovsk,48.282,37.1758,41.88,96,100,6.76,UA,1668726976
523,utena,55.5,25.6,26.56,88,90,12.66,LT,1668726782
524,kattivakkam,13.2167,80.3167,73.49,74,100,11.01,IN,1668726976
525,lisburn,54.5234,-6.0353,47.64,89,20,9.22,GB,1668726977
526,benguela,-12.5763,13.4055,74.88,79,100,7.38,AO,1668726978
527,kotovsk,47.7531,29.532,32.77,89,100,7.56,UA,1668726978
528,suruc,36.9761,38.425,54.52,74,62,4.21,TR,1668726979
529,dicabisagan,17.0818,122.4157,78.21,86,84,2.59,PH,1668726980
530,norfolk,42.1668,-71.2495,41.63,59,20,1.99,US,1668726981
531,tagusao,9.1924,117.8141,80.17,78,75,4.03,PH,1668726981
532,awbari,26.5921,12.7805,64.2,21,1,8.21,LY,1668726982
533,klaeng,12.7797,101.6483,82.94,100,98,3.02,TH,1668726982
534,paragominas,-2.9667,-47.4833,77.61,79,72,3.85,BR,1668726983
535,antropovo,58.3988,43.0066,17.82,83,24,10.4,RU,1668726983
536,yeppoon,-23.1333,150.7333,78.58,53,51,12.19,AU,1668726984
537,port hedland,-20.3167,118.5667,75.25,46,0,16.11,AU,1668726985
538,gat,31.61,34.7642,61.48,66,3,5.79,IL,1668726985
539,makakilo city,21.3469,-158.0858,84.43,61,0,12.66,US,1668726986
540,shache,38.4167,77.2406,37.87,24,34,3.51,CN,1668726986
541,awjilah,29.1081,21.2869,65.79,29,0,12.46,LY,1668726987
542,saint anthony,45.0205,-93.218,26.55,81,100,16.11,US,1668726987
543,boshnyakovo,49.6333,142.1667,24.53,77,38,6.35,RU,1668726988
544,sohagpur,22.7,78.2,57.15,54,0,4.43,IN,1668726988
545,tateyama,34.9833,139.8667,55.09,64,98,10.83,JP,1668726989
546,saint cloud,45.5608,-94.1625,24.78,79,100,13.8,US,1668726989
547,am timan,11.0297,20.2827,75.9,27,74,6.2,TD,1668726990
548,digapahandi,19.3667,84.5833,64.49,60,84,4.36,IN,1668726990
549,noshiro,40.2039,140.0242,29.23,69,5,5.32,JP,1668726991
550,khandbari,27.3747,87.2039,53.06,75,16,3.18,NP,1668726991
551,iranshahr,27.2025,60.6848,68.56,54,34,1.54,IR,1668726992
552,sisimiut,66.9395,-53.6735,22.35,88,100,19.1,GL,1668726992
553,salinopolis,-0.6136,-47.3561,79.84,77,35,10.47,BR,1668726993
554,sibolga,1.7427,98.7792,74.35,88,100,2.82,ID,1668726993
555,karakol,42.4907,78.3936,24.85,65,98,3.62,KG,1668726994
556,marsabit,2.3284,37.9899,66.92,72,47,14.72,KE,1668726994
557,pemberton,50.3164,-122.8027,42.49,57,3,4.07,CA,1668726928
558,eskisehir,39.7767,30.5206,55.31,62,75,5.75,TR,1668726746
559,maceio,-9.6658,-35.7353,74.64,94,20,6.91,BR,1668726863
560,corinto,37.9407,22.9573,68.9,71,97,5.32,GR,1668726954
561,valentin gomez farias,28.2167,-106.5833,55.02,36,0,8.55,MX,1668726995
562,raga,8.4596,25.678,72.52,34,45,4.34,SS,1668726996
563,shenzhen,22.5455,114.0683,75.22,96,0,3.96,CN,1668726996
564,ferrol,43.4832,-8.2369,56.68,77,15,9.04,ES,1668726997
565,kosikha,53.3617,84.5822,20.52,94,100,6.78,RU,1668726997
566,samarai,-10.6167,150.6667,84.85,73,94,11.88,PG,1668726998
567,sao filipe,14.8961,-24.4956,79.02,73,99,2.84,CV,1668726998
568,pilot butte,50.4668,-104.4178,4.66,77,20,18.41,CA,1668726999
569,sulangan,11.1373,123.7228,81.46,80,100,21.74,PH,1668726999
570,ambilobe,-13.2,49.05,71.94,90,19,2.68,MG,1668727000
571,pereira barreto,-20.6383,-51.1092,81.28,33,0,14.14,BR,1668727000
572,japura,-0.3167,102.35,73.63,88,100,2.75,ID,1668727001
573,anage,-14.6122,-41.1356,74.17,80,99,3.04,BR,1668727001
574,vuktyl,63.8567,57.3094,4.93,89,100,13.24,RU,1668727002
575,altay,47.8667,88.1167,13.48,66,85,5.06,CN,1668727002
576,kidal,18.4411,1.4078,70.99,16,41,9.75,ML,1668727003
